medal_date,medal_type,medal_code,name,gender,country,team,discipline,event
2024-07-27,Silver Medal,2,NACUQU Waisea,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Silver Medal,2,TUWAI Jerry,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Silver Medal,2,TEBA Iowane,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Silver Medal,2,RASAKU Kaminieli,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Silver Medal,2,RAVUTAUMADA Selesitino,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Silver Medal,2,JOSAIA Raisuqe,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Silver Medal,2,SAUTURAGA Filipe,Male,Fiji,Fiji,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,GROBBELAAR Christie,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,OOSTHUIZEN Ryan,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,VISSER Impi,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,DAVIDS Zain,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,NORTJE Quewin,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,PRETORIUS Tiaan,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,LEYDS Tristan,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,DAVIDS Selvyn,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,WILLIAMS Shaun,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,SPECMAN Rosko,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,SOYIZWAPI Siviwe,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,van WYK Shilton,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Bronze Medal,3,BROWN Ronald,Male,South Africa,South Africa,Rugby Sevens,Men
2024-07-27,Gold Medal,1,HUANG Yuting,Female,China,People's Republic of China 1,Shooting,10m Air Rifle Mixed Team
2024-07-27,Gold Medal,1,SHENG Lihao,Male,China,People's Republic of China 1,Shooting,10m Air Rifle Mixed Team
2024-07-27,Silver Medal,2,KEUM Jihyeon,Female,Korea,Republic of Korea 1,Shooting,10m Air Rifle Mixed Team
2024-07-27,Silver Medal,2,PARK Hajun,Male,Korea,Republic of Korea 1,Shooting,10m Air Rifle Mixed Team
2024-07-27,Bronze Medal,3,LE Alexandra,Female,Kazakhstan,Kazakhstan 1,Shooting,10m Air Rifle Mixed Team
2024-07-27,Bronze Medal,3,SATPAYEV Islam,Male,Kazakhstan,Kazakhstan 1,Shooting,10m Air Rifle Mixed Team
2024-07-27,Gold Medal,1,HELD Ryan,Male,United States,United States of America,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,KING Matt,Male,United States,United States of America,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,ARMSTRONG Hunter,Male,United States,United States of America,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,DRESSEL Caeleb,Male,United States,United States of America,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,ALEXY Jack,Male,United States,United States of America,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,GUILIANO Chris,Male,United States,United States of America,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,CARTWRIGHT Jack,Male,Australia,Australia,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,YANG William,Male,Australia,Australia,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,SOUTHAM Flynn,Male,Australia,Australia,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,CHALMERS Kyle,Male,Australia,Australia,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,TAYLOR Kai,Male,Australia,Australia,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,ZAZZERI Lorenzo,Male,Italy,Italy,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,DEPLANO Leonardo,Male,Italy,Italy,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,CONTE BONIN Paolo,Male,Italy,Italy,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,FRIGO Manuel,Male,Italy,Italy,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,CECCON Thomas,Male,Italy,Italy,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,MIRESSI Alessandro,Male,Italy,Italy,Swimming,Men's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,WUNSCH Olivia,Female,Australia,Australia,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,CAMPBELL Bronte,Female,Australia,Australia,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,HARRIS Meg,Female,Australia,Australia,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,McKEON Emma,Female,Australia,Australia,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,JACK Shayna,Female,Australia,Australia,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,Australia,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,WEITZEIL Abbey,Female,United States,United States of America,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,MANUEL Simone,Female,United States,United States of America,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,CONNOLLY Erika,Female,United States,United States of America,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,DOUGLASS Kate,Female,United States,United States of America,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,HUSKE Torri,Female,United States,United States of America,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Silver Medal,2,WALSH Gretchen,Female,United States,United States of America,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,CHENG Yujie,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,WU Qingfeng,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,YU Yiting,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,YANG Junxuan,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-27,Bronze Medal,3,ZHANG Yufei,Female,China,People's Republic of China,Swimming,Women's 4 x 100m Freestyle Relay
2024-07-28,Gold Medal,1,JEON Hunyoung,Female,Korea,Republic of Korea,Archery,Women's Team
2024-07-28,Gold Medal,1,LIM Sihyeon,Female,Korea,Republic of Korea,Archery,Women's Team
2024-07-28,Gold Medal,1,NAM Suhyeon,Female,Korea,Republic of Korea,Archery,Women's Team
2024-07-28,Silver Medal,2,AN Qixuan,Female,China,People's Republic of China,Archery,Women's Team
2024-07-28,Silver Medal,2,LI Jiaman,Female,China,People's Republic of China,Archery,Women's Team
2024-07-28,Silver Medal,2,YANG Xiaolei,Female,China,People's Republic of China,Archery,Women's Team
2024-07-28,Bronze Medal,3,RUIZ Angela,Female,Mexico,Mexico,Archery,Women's Team
2024-07-28,Bronze Medal,3,VALENCIA Alejandra,Female,Mexico,Mexico,Archery,Women's Team
2024-07-28,Bronze Medal,3,VAZQUEZ Ana,Female,Mexico,Mexico,Archery,Women's Team
2024-07-29,Gold Medal,1,KIM Je Deok,Male,Korea,Republic of Korea,Archery,Men's Team
2024-07-29,Gold Medal,1,KIM Woojin,Male,Korea,Republic of Korea,Archery,Men's Team
2024-07-29,Gold Medal,1,LEE Wooseok,Male,Korea,Republic of Korea,Archery,Men's Team
2024-07-29,Silver Medal,2,ADDIS Baptiste,Male,France,France,Archery,Men's Team
2024-07-29,Silver Medal,2,CHIRAULT Thomas,Male,France,France,Archery,Men's Team
2024-07-29,Silver Medal,2,VALLADONT Jean-Charles,Male,France,France,Archery,Men's Team
2024-07-29,Bronze Medal,3,GAZOZ Mete,Male,Türkiye,Türkiye,Archery,Men's Team
2024-07-29,Bronze Medal,3,TUMER Berkim,Male,Türkiye,Türkiye,Archery,Men's Team
2024-07-29,Bronze Medal,3,YILDIRMIS Abdullah,Male,Türkiye,Türkiye,Archery,Men's Team
2024-07-29,Gold Medal,1,HASHIMOTO Daiki,Male,Japan,Japan,Artistic Gymnastics,Men's Team
2024-07-29,Gold Medal,1,KAYA Kazuma,Male,Japan,Japan,Artistic Gymnastics,Men's Team
2024-07-29,Gold Medal,1,OKA Shinnosuke,Male,Japan,Japan,Artistic Gymnastics,Men's Team
2024-07-29,Gold Medal,1,SUGINO Takaaki,Male,Japan,Japan,Artistic Gymnastics,Men's Team
2024-07-29,Gold Medal,1,TANIGAWA Wataru,Male,Japan,Japan,Artistic Gymnastics,Men's Team
2024-07-29,Silver Medal,2,LIU Yang,Male,China,People's Republic of China,Artistic Gymnastics,Men's Team
2024-07-29,Silver Medal,2,SU Weide,Male,China,People's Republic of China,Artistic Gymnastics,Men's Team
2024-07-29,Silver Medal,2,XIAO Ruoteng,Male,China,People's Republic of China,Artistic Gymnastics,Men's Team
2024-07-29,Silver Medal,2,ZHANG Boheng,Male,China,People's Republic of China,Artistic Gymnastics,Men's Team
2024-07-29,Silver Medal,2,ZOU Jingyuan,Male,China,People's Republic of China,Artistic Gymnastics,Men's Team
2024-07-29,Bronze Medal,3,HONG Asher,Male,United States,United States of America,Artistic Gymnastics,Men's Team
2024-07-29,Bronze Medal,3,JUDA Paul,Male,United States,United States of America,Artistic Gymnastics,Men's Team
2024-07-29,Bronze Medal,3,MALONE Brody,Male,United States,United States of America,Artistic Gymnastics,Men's Team
2024-07-29,Bronze Medal,3,NEDOROSCIK Stephen,Male,United States,United States of America,Artistic Gymnastics,Men's Team
2024-07-29,Bronze Medal,3,RICHARD Frederick,Male,United States,United States of America,Artistic Gymnastics,Men's Team
2024-07-29,Gold Medal,1,LIAN Junjie,Male,China,People's Republic of China,Diving,Men's Synchronised 10m Platform
2024-07-29,Gold Medal,1,YANG Hao,Male,China,People's Republic of China,Diving,Men's Synchronised 10m Platform
2024-07-29,Silver Medal,2,DALEY Thomas,Male,Great Britain,Great Britain,Diving,Men's Synchronised 10m Platform
2024-07-29,Silver Medal,2,WILLIAMS Noah,Male,Great Britain,Great Britain,Diving,Men's Synchronised 10m Platform
2024-07-29,Bronze Medal,3,WIENS Rylan,Male,Canada,Canada,Diving,Men's Synchronised 10m Platform
2024-07-29,Bronze Medal,3,ZSOMBOR-MURRAY Nathan,Male,Canada,Canada,Diving,Men's Synchronised 10m Platform
2024-07-29,Gold Medal,1,McEWEN Tom,Male,Great Britain,Great Britain,Equestrian,Eventing Team
2024-07-29,Gold Medal,1,COLLETT Laura,Female,Great Britain,Great Britain,Equestrian,Eventing Team
2024-07-29,Gold Medal,1,CANTER Rosalind,Female,Great Britain,Great Britain,Equestrian,Eventing Team
2024-07-29,Gold Medal,1,INGHAM Yasmin,Female,Great Britain,Great Britain,Equestrian,Eventing Team
2024-07-29,Silver Medal,2,LAGHOUAG Karim Florent,Male,France,France,Equestrian,Eventing Team
2024-07-29,Silver Medal,2,LANDOIS Stephane,Male,France,France,Equestrian,Eventing Team
2024-07-29,Silver Medal,2,TOUZAINT Nicolas,Male,France,France,Equestrian,Eventing Team
2024-07-29,Silver Medal,2,le COZ Gireg,Male,France,France,Equestrian,Eventing Team
2024-07-29,Bronze Medal,3,KITAJIMA Ryuzo,Male,Japan,Japan,Equestrian,Eventing Team
2024-07-29,Bronze Medal,3,OIWA Yoshiaki,Male,Japan,Japan,Equestrian,Eventing Team
2024-07-29,Bronze Medal,3,TOMOTO Kazuma,Male,Japan,Japan,Equestrian,Eventing Team
2024-07-29,Bronze Medal,3,TANAKA Toshiyuki,Male,Japan,Japan,Equestrian,Eventing Team
2024-07-30,Gold Medal,1,BILES Simone,Female,United States,United States of America,Artistic Gymnastics,Women's Team
2024-07-30,Gold Medal,1,CAREY Jade,Female,United States,United States of America,Artistic Gymnastics,Women's Team
2024-07-30,Gold Medal,1,CHILES Jordan,Female,United States,United States of America,Artistic Gymnastics,Women's Team
2024-07-30,Gold Medal,1,LEE Sunisa,Female,United States,United States of America,Artistic Gymnastics,Women's Team
2024-07-30,Gold Medal,1,RIVERA Hezly,Female,United States,United States of America,Artistic Gymnastics,Women's Team
2024-07-30,Silver Medal,2,ANDREOLI Angela,Female,Italy,Italy,Artistic Gymnastics,Women's Team
2024-07-30,Silver Medal,2,D'AMATO Alice,Female,Italy,Italy,Artistic Gymnastics,Women's Team
2024-07-30,Silver Medal,2,ESPOSITO Manila,Female,Italy,Italy,Artistic Gymnastics,Women's Team
2024-07-30,Silver Medal,2,IORIO Elisa,Female,Italy,Italy,Artistic Gymnastics,Women's Team
2024-07-30,Silver Medal,2,VILLA Giorgia,Female,Italy,Italy,Artistic Gymnastics,Women's Team
2024-07-30,Bronze Medal,3,ANDRADE Rebeca,Female,Brazil,Brazil,Artistic Gymnastics,Women's Team
2024-07-30,Bronze Medal,3,BARBOSA Jade,Female,Brazil,Brazil,Artistic Gymnastics,Women's Team
2024-07-30,Bronze Medal,3,OLIVEIRA Lorrane,Female,Brazil,Brazil,Artistic Gymnastics,Women's Team
2024-07-30,Bronze Medal,3,SARAIVA Flavia,Female,Brazil,Brazil,Artistic Gymnastics,Women's Team
2024-07-30,Bronze Medal,3,SOARES Julia,Female,Brazil,Brazil,Artistic Gymnastics,Women's Team
2024-07-30,Gold Medal,1,FIAMINGO Rossella,Female,Italy,Italy,Fencing,Women's Épée Team
2024-07-30,Gold Medal,1,RIZZI Giulia,Female,Italy,Italy,Fencing,Women's Épée Team
2024-07-30,Gold Medal,1,SANTUCCIO Alberta,Female,Italy,Italy,Fencing,Women's Épée Team
2024-07-30,Gold Medal,1,NAVARRIA Mara,Female,Italy,Italy,Fencing,Women's Épée Team
2024-07-30,Silver Medal,2,VITALIS Coraline,Female,France,France,Fencing,Women's Épée Team
2024-07-30,Silver Medal,2,MALLO-BRETON Auriane,Female,France,France,Fencing,Women's Épée Team
2024-07-30,Silver Medal,2,CANDASSAMY Marie-Florence,Female,France,France,Fencing,Women's Épée Team
2024-07-30,Silver Medal,2,LOUIS-MARIE Alexandra,Female,France,France,Fencing,Women's Épée Team
2024-07-30,Bronze Medal,3,KNAPIK-MIAZGA Renata,Female,Poland,Poland,Fencing,Women's Épée Team
2024-07-30,Bronze Medal,3,SWATOWSKA-WENGLARCZYK Martyna,Female,Poland,Poland,Fencing,Women's Épée Team
2024-07-30,Bronze Medal,3,KLASIK Alicja,Female,Poland,Poland,Fencing,Women's Épée Team
2024-07-30,Bronze Medal,3,JARECKA Aleksandra,Female,Poland,Poland,Fencing,Women's Épée Team
2024-07-30,Gold Medal,1,POURI-LANE Risi,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,MILLER Jorja,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,WAAKA Stacey,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,NUKU Manaia,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,HIRINI Sarah,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,BLYDE Michaela,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,KING Tyla,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,PAUL Mahina,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,FELIX-HOTHAM Jazmin,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,SETEFANO Theresa,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,WOODMAN-WICKLIFFE Portia,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Gold Medal,1,SAILI Alena,Female,New Zealand,New Zealand,Rugby Sevens,Women
2024-07-30,Silver Medal,2,CROSSLEY Caroline,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,APPS Olivia,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,CORRIGAN Alysha,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,HOGAN-ROCHESTER Asia,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,DANIELS Chloe,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,WILLIAMS Charity,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,SYMONDS Florence,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,NORSTEN Carissa,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,SCURFIELD Krissy,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,BERMUDEZ Fancy,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,LOGAN Piper,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,WARDLEY Keyara,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,PERRY Taylor,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Silver Medal,2,VALENZUELA Shalaya,Female,Canada,Canada,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,RAMSEY Ariana,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,MAHER Ilona,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,CANETT Kayla,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,SULLIVAN Sammy,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,KELTER Alev,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,DOYLE Lauren,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,TAPPER Naya,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,SEDRICK Alex,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,OLSEN Alena,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,ROVETTI Steph,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,LEVY Sarah,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Bronze Medal,3,KIRSHE Kristi,Female,United States,United States of America,Rugby Sevens,Women
2024-07-30,Gold Medal,1,ARUNOVIC Zorana,Female,Serbia,Serbia,Shooting,10m Air Pistol Mixed Team
2024-07-30,Gold Medal,1,MIKEC Damir,Male,Serbia,Serbia,Shooting,10m Air Pistol Mixed Team
2024-07-30,Silver Medal,2,TARHAN Sevval Ilayda,Female,Türkiye,Türkiye 2,Shooting,10m Air Pistol Mixed Team
2024-07-30,Silver Medal,2,DIKEC Yusuf,Male,Türkiye,Türkiye 2,Shooting,10m Air Pistol Mixed Team
2024-07-30,Bronze Medal,3,BHAKER Manu,Female,India,India 1,Shooting,10m Air Pistol Mixed Team
2024-07-30,Bronze Medal,3,SINGH Sarabjot,Male,India,India 1,Shooting,10m Air Pistol Mixed Team
2024-07-30,Gold Medal,1,GUY James,Male,Great Britain,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Gold Medal,1,McMILLAN Jack,Male,Great Britain,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Gold Medal,1,BIRD Kieran,Male,Great Britain,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Gold Medal,1,DEAN Tom,Male,Great Britain,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Gold Medal,1,RICHARDS Matthew,Male,Great Britain,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Gold Medal,1,SCOTT Duncan,Male,Great Britain,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,KIBLER Drew,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,CURRY Brooks,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,PIERONI Blake,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,GUILIANO Chris,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,FOSTER Carson,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,HOBSON Luke,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Silver Medal,2,SMITH Kieran,Male,United States,United States of America,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Bronze Medal,3,TAYLOR Kai,Male,Australia,Australia,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Bronze Medal,3,INCERTI Zac,Male,Australia,Australia,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Bronze Medal,3,SOUTHAM Flynn,Male,Australia,Australia,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Bronze Medal,3,NEILL Thomas,Male,Australia,Australia,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Bronze Medal,3,GIULIANI Maximillian,Male,Australia,Australia,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Bronze Medal,3,WINNINGTON Elijah,Male,Australia,Australia,Swimming,Men's 4 x 200m Freestyle Relay
2024-07-30,Gold Medal,1,WANG Chuqin,Male,China,WANG Chuqin / SUN Yingsha,Table Tennis,Mixed Doubles
2024-07-30,Gold Medal,1,SUN Yingsha,Female,China,WANG Chuqin / SUN Yingsha,Table Tennis,Mixed Doubles
2024-07-30,Silver Medal,2,RI Jong Sik,Male,DPR Korea,RI Jong Sik / KIM Kum Yong,Table Tennis,Mixed Doubles
2024-07-30,Silver Medal,2,KIM Kum Yong,Female,DPR Korea,RI Jong Sik / KIM Kum Yong,Table Tennis,Mixed Doubles
2024-07-30,Bronze Medal,3,LIM Jonghoon,Male,Korea,LIM Jonghoon / SHIN Yubin,Table Tennis,Mixed Doubles
2024-07-30,Bronze Medal,3,SHIN Yubin,Female,Korea,LIM Jonghoon / SHIN Yubin,Table Tennis,Mixed Doubles
2024-07-31,Gold Medal,1,CHEN Yuxi,Female,China,People's Republic of China,Diving,Women's Synchronised 10m Platform
2024-07-31,Gold Medal,1,QUAN Hongchan,Female,China,People's Republic of China,Diving,Women's Synchronised 10m Platform
2024-07-31,Silver Medal,2,JO Jin Mi,Female,DPR Korea,Democratic People's Republic of Korea,Diving,Women's Synchronised 10m Platform
2024-07-31,Silver Medal,2,KIM Mi Rae,Female,DPR Korea,Democratic People's Republic of Korea,Diving,Women's Synchronised 10m Platform
2024-07-31,Bronze Medal,3,SPENDOLINI SIRIEIX Andrea,Female,Great Britain,Great Britain,Diving,Women's Synchronised 10m Platform
2024-07-31,Bronze Medal,3,TOULSON Lois,Female,Great Britain,Great Britain,Diving,Women's Synchronised 10m Platform
2024-07-31,Gold Medal,1,GU Bongil,Male,Korea,Republic of Korea,Fencing,Men's Sabre Team
2024-07-31,Gold Medal,1,OH Sanguk,Male,Korea,Republic of Korea,Fencing,Men's Sabre Team
2024-07-31,Gold Medal,1,PARK Sangwon,Male,Korea,Republic of Korea,Fencing,Men's Sabre Team
